27.3,10.5,0.646,0.338
21.5,10.1,0.77,0.269
25.5,11.6,0.757,0.52
18.4,9.2,0.671,0.419
23.5,7.7,0.739,0.417
17.5,5.7,0.722,0.272
21.7,11,0.694,0.267
15.4,7.7,0.74,0
15.9,6.8,0.705,0.388
20.3,6.9,0.818,0.457
