27.9,11,0.828,0.34
26.8,8.4,0.731,0.367
26.3,9.8,0.76,0.307
26.5,7.2,0.889,0.419
24.9,9.1,0.837,0.293
21.5,12.5,0.858,0.421
18.2,14.2,0.56,0
20.4,11.8,0.85,0.396
19.7,15.3,0.848,0
16.1,17.1,0.605,0
27.2,13,0.769,0.308
25.1,12.8,0.746,0.354
20.4,13.8,0.806,0.405
22.7,11.9,0.88,0.415
15,11.9,0.682,0
15.3,9.9,0.559,0
19.7,14.8,0.574,0.143
25.2,7.3,0.793,0.395
13.8,17.4,0.58,0
21.7,10.8,0.718,0.222
