30.9,5.5,0.858,0.367
29.7,5.8,0.921,0.423
26.5,4.4,0.916,0.361
27.3,4.2,0.889,0.408
25.1,9.9,0.737,0.298
21.1,6.1,0.919,0.38
21.2,5.2,0.787,0.378
24.5,5.5,0.799,0.371
22.6,5.9,0.785,0.399
24.4,4.2,0.825,0.31
23.3,3.3,0.864,0.384
24.8,2.8,0.88,0.359
16.9,8.7,0.56,0
20.4,4.5,0.795,0.349
18.2,6.2,0.854,0.399
15.3,3.2,0.882,0.468
22.5,4.4,0.791,0.375
26,4.7,0.878,0.383
18,4.5,0.784,0.367
18.9,4.5,0.786,0.337
